title,url,description,motscles,lieu,type,organization,statut,id,frequency,license,temporal_coverage.start,temporal_coverage.end,created_at,last_modified,quality_score,metric.reuses,metric.followers
Calendrier des Archives Départementales saison 2016-2017,http://www.data.gouv.fr/fr/datasets/calendrier-des-archives-departementales-saison-2016-2017/,LES RENDEZ-VOUS DES ARCHIVES DEPARTEMENTALES 2016-2017,AD | action-culturelle,Haute-Garonne,archives,Conseil départemental de la Haute-Garonne - Haute-Garonne Open Data,dépublié,582d7c09a3a7290df6f45b8a,unknown,Open Data Commons Open Database License (ODbL),,,2016-11-17T10:44:41.386000,2018-01-26T08:38:19.781000,0.33,0,0
Collecte des Archives Municipales,http://www.data.gouv.fr/fr/datasets/collecte-des-archives-municipales/,"Statistiques de collecte des Archives Municipales de 2010 à 2019. 

Équipement culturel de la Ville, les Archives de Rennes participent à la préservation du patrimoine en collectant, conservant et mettant à la disposition du public les archives produites par les structures publiques locales (Ville, Métropole, Archipel Habitat, etc.) et privées (associations, familles, cabinets d'architecte, etc.). Les Archives de Rennes œuvrent pour une large ouverture de leurs ressources, et puisque les Archives produisent aussi des données, elles proposent un jeu de données portant sur la collecte des archives publiques.

ML = Mètre linéaire, unité de mesure correspondant à 1 mètre sur une étagère.",AM | collecte,Rennes | Ille-et-Vilaine,archives,Rennes Métropole en accès libre,publié,580a573fa3a7292dcfa9d1d1,unknown,Open Data Commons Open Database License (ODbL),,,2016-10-21T19:58:23.327000,2020-04-22T08:39:03.746000,0.56,0,0
Population mariages deces naissances,http://www.data.gouv.fr/fr/datasets/population-mariages-deces-naissances-1/,"Les données publiées comptabilisent l’ensemble des mariages célébrés depuis 1891. Les données sont classées par année, avec le numéro de l’acte correspondant. Ces données sont également disponibles pour les naissances et les décès enregistrés à Rodez depuis 1891 avec, en plus, la date de l’évènement et le prénom de la personne concernée. 

",AM | population | histoire,Rodez | Aveyron,archives,Mairie de Rodez,publié,58048f9ec751df1c2079df72,annual,Licence Ouverte / Open Licence,,,2016-10-17T10:45:18.411000,2016-10-17T10:47:19.082000,0.78,0,0
Population Mariages déces naissances,http://www.data.gouv.fr/fr/datasets/population-mariages-deces-naissances/,"Les données publiées comptabilisent l’ensemble des mariages célébrés depuis 1891. Les données sont classées par année, avec le numéro de l’acte correspondant. Ces données sont également disponibles pour les naissances et les décès enregistrés à Rodez depuis 1891 avec, en plus, la date de l’évènement et le prénom de la personne concernée. 

",AM | population | histoire,Rodez | Aveyron,archives,,publié,5803dd30c751df58ba79df72,annual,Licence Ouverte / Open Licence,,,2016-10-16T22:04:00.080000,2016-10-16T22:04:00.080000,0.44,0,0
Archives Départementales des Côtes d'Armor: inventaire de la collection des registres paroissiaux accessible en ligne,http://www.data.gouv.fr/fr/datasets/archives-departementales-des-cotes-darmor-inventaire-de-la-collection-des-registres-paroissiaux-accessible-en-ligne/,"Dans le cadre de leur mission de conservation, de communication et de valorisation du patrimoine écrit dont elles ont la charge, les Archives départementales des Côtes-d'Armor conduisent depuis plusieurs années des opérations de numérisation. Certains types de documents ont ainsi été numérisés (notamment : plans, cartes postales, photographies, affiches, état civil, listes nominatives de recensement de population, registres matricules militaires) mais les 5 millions d'images consultables en ligne ne représentent, à ce jour, qu'une partie des fonds conservés par les Archives départementales. En complément d'un espace de consultation multimédia aménagé dans la salle de lecture, cette volonté de large diffusion est illustrée par la mise à disposition d'une téléconsultation gratuite via Internet. C'est autour du projet de cette ""salle de lecture virtuelle"" que seront développées dans les prochaines années ces ""archives en ligne"" : images de documents d'archives mais également instruments de recherche qui constituent en quelque sorte les clés d'accès aux fonds conservés.",AD | état-civil,Côtes-d'Armor,archives,Département des Côtes d'Armor,publié,57fbaa8988ee3875b35ff490,annual,Licence Ouverte / Open Licence,2016-12-13,2016-12-13,2016-10-10T16:49:45.498000,2016-12-13T17:06:28.776000,0.78,0,0
Archives Départementales des Côtes d'Armor: Inventaire de la collection des registres d'état civil accessible en ligne,http://www.data.gouv.fr/fr/datasets/archives-departementales-des-cotes-darmor-inventaire-de-la-collection-des-registres-detat-civil-accessible-en-ligne/,"Dans le cadre de leur mission de conservation, de communication et de valorisation du patrimoine écrit dont elles ont la charge, les Archives départementales des Côtes-d'Armor conduisent depuis plusieurs années des opérations de numérisation. Certains types de documents ont ainsi été numérisés (notamment : plans, cartes postales, photographies, affiches, état civil, listes nominatives de recensement de population, registres matricules militaires) mais les 5 millions d'images consultables en ligne ne représentent, à ce jour, qu'une partie des fonds conservés par les Archives départementales. En complément d'un espace de consultation multimédia aménagé dans la salle de lecture, cette volonté de large diffusion est illustrée par la mise à disposition d'une téléconsultation gratuite via Internet. C'est autour du projet de cette ""salle de lecture virtuelle"" que seront développées dans les prochaines années ces ""archives en ligne"" : images de documents d'archives mais également instruments de recherche qui constituent en quelque sorte les clés d'accès aux fonds conservés.",AD | état-civil,Côtes-d'Armor,archives,Département des Côtes d'Armor,publié,57fb9c6588ee385b495ff490,annual,Licence Ouverte / Open Licence,2016-12-13,2016-12-13,2016-10-10T15:49:25.500000,2016-12-13T17:06:22.890000,0.78,0,0
Maires de Montreuil-en-touraine,http://www.data.gouv.fr/fr/datasets/maires-de-montreuil-en-touraine/,Liste des maires de Montreuil-en-Touraine depuis 1801.,AM | liste-d'individus | histoire | chronologie,Montreuil-en-Touraine | Indre-et-Loire,archives,,publié,57fa4418c751df4b9c79df72,punctual,Open Data Commons Open Database License (ODbL),,,2016-10-09T15:20:24.153000,2016-10-09T15:21:50.673000,0.78,0,0
Archives Départementales des Côtes d'Armor: inventaire de la collection des rapports et délibérations du Conseil Général accessible en ligne,http://www.data.gouv.fr/fr/datasets/archives-departementales-des-cotes-darmor-inventaire-de-la-collection-des-rapports-et-deliberations-du-conseil-general-accessible-en-ligne/,"Dans le cadre de leur mission de conservation, de communication et de valorisation du patrimoine écrit dont elles ont la charge, les Archives départementales des Côtes-d'Armor conduisent depuis plusieurs années des opérations de numérisation. Certains types de documents ont ainsi été numérisés (notamment : plans, cartes postales, photographies, affiches, état civil, listes nominatives de recensement de population, registres matricules militaires) mais les 5 millions d'images consultables en ligne ne représentent, à ce jour, qu'une partie des fonds conservés par les Archives départementales. En complément d'un espace de consultation multimédia aménagé dans la salle de lecture, cette volonté de large diffusion est illustrée par la mise à disposition d'une téléconsultation gratuite via Internet. C'est autour du projet de cette ""salle de lecture virtuelle"" que seront développées dans les prochaines années ces ""archives en ligne"" : images de documents d'archives mais également instruments de recherche qui constituent en quelque sorte les clés d'accès aux fonds conservés.",AD | état-civil,Côtes-d'Armor,archives,Département des Côtes d'Armor,publié,57f7bb28c751df50dc79df72,annual,Licence Ouverte / Open Licence,2016-12-13,2016-12-13,2016-10-07T17:11:36.173000,2016-12-13T17:06:18.362000,0.78,0,0
Archives Départementales des Côtes d'Armor: inventaire de la collection des registres de recensement militaire accessible en ligne,http://www.data.gouv.fr/fr/datasets/archives-departementales-des-cotes-darmor-inventaire-de-la-collection-des-registres-de-recensement-militaire-accessible-en-ligne-1/,"Dans le cadre de leur mission de conservation, de communication et de valorisation du patrimoine écrit dont elles ont la charge, les Archives départementales des Côtes-d'Armor conduisent depuis plusieurs années des opérations de numérisation. Certains types de documents ont ainsi été numérisés (notamment : plans, cartes postales, photographies, affiches, état civil, listes nominatives de recensement de population, registres matricules militaires) mais les 5 millions d'images consultables en ligne ne représentent, à ce jour, qu'une partie des fonds conservés par les Archives départementales. En complément d'un espace de consultation multimédia aménagé dans la salle de lecture, cette volonté de large diffusion est illustrée par la mise à disposition d'une téléconsultation gratuite via Internet. C'est autour du projet de cette ""salle de lecture virtuelle"" que seront développées dans les prochaines années ces ""archives en ligne"" : images de documents d'archives mais également instruments de recherche qui constituent en quelque sorte les clés d'accès aux fonds conservés.",AD | état-civil,Côtes-d'Armor,archives,Département des Côtes d'Armor,publié,57f7b24fc751df401e79df72,annual,Licence Ouverte / Open Licence,2016-12-13,2016-12-13,2016-10-07T16:33:51.864000,2016-12-13T17:06:25.594000,0.78,0,0
Archives Départementales des Côtes d'Armor: inventaire de la collection des listes nominatives du recensement de population accessible en ligne,http://www.data.gouv.fr/fr/datasets/archives-departementales-des-cotes-darmor-inventaire-de-la-collection-des-listes-nominatives-du-recensement-de-population-accessible-en-ligne/,"Dans le cadre de leur mission de conservation, de communication et de valorisation du patrimoine écrit dont elles ont la charge, les Archives départementales des Côtes-d'Armor conduisent depuis plusieurs années des opérations de numérisation. Certains types de documents ont ainsi été numérisés (notamment : plans, cartes postales, photographies, affiches, état civil, listes nominatives de recensement de population, registres matricules militaires) mais les 5 millions d'images consultables en ligne ne représentent, à ce jour, qu'une partie des fonds conservés par les Archives départementales. En complément d'un espace de consultation multimédia aménagé dans la salle de lecture, cette volonté de large diffusion est illustrée par la mise à disposition d'une téléconsultation gratuite via Internet. C'est autour du projet de cette ""salle de lecture virtuelle"" que seront développées dans les prochaines années ces ""archives en ligne"" : images de documents d'archives mais également instruments de recherche qui constituent en quelque sorte les clés d'accès aux fonds conservés.",AD | état-civil,Côtes-d'Armor,archives,Département des Côtes d'Armor,publié,57f7abb4c751df352c79df72,annual,Licence Ouverte / Open Licence,2016-12-13,2016-12-13,2016-10-07T16:05:40.223000,2016-12-13T17:06:16.731000,0.78,0,0
Archives Départementales des Côtes d'Armor: inventaire des collections de photographies accessibles en ligne,http://www.data.gouv.fr/fr/datasets/archives-departementales-des-cotes-darmor-inventaire-des-collections-de-photographies-accessibles-en-ligne/,"Dans le cadre de leur mission de conservation, de communication et de valorisation du patrimoine écrit dont elles ont la charge, les Archives départementales des Côtes-d'Armor conduisent depuis plusieurs années des opérations de numérisation. Certains types de documents ont ainsi été numérisés (notamment : plans, cartes postales, photographies, affiches, état civil, listes nominatives de recensement de population, registres matricules militaires) mais les 5 millions d'images consultables en ligne ne représentent, à ce jour, qu'une partie des fonds conservés par les Archives départementales.

En complément d'un espace de consultation multimédia aménagé dans la salle de lecture, cette volonté de large diffusion est illustrée par la mise à disposition d'une téléconsultation gratuite via Internet.

C'est autour du projet de cette ""salle de lecture virtuelle"" que seront développées dans les prochaines années ces ""archives en ligne"" : images de documents d'archives mais également instruments de recherche qui constituent en quelque sorte les clés d'accès aux fonds conservés.",AD | état-civil,Côtes-d'Armor,archives,Département des Côtes d'Armor,publié,57e3998788ee383d5b5ff490,annual,Licence Ouverte / Open Licence,2016-12-13,2016-12-13,2016-09-22T10:42:47.090000,2016-12-13T17:06:31.865000,0.78,0,0
